,id,conversation_id,created_at,date,tweet,language,hashtags
1830,1547874264854204417,1547874264854204417,1657876957000.0,2022-07-15 09:22:37,#Nothing working with #Hathway #broadband  @HathwayBrdband   What are you guys doing ?  #Hyderabad #India #Internet #internetshutdown,en,"['nothing', 'hathway', 'broadband', 'hyderabad', 'india', 'internet', 'internetshutdown']"
1831,1547874260978241536,1547874260978241536,1657876956000.0,2022-07-15 09:22:36,Given #India has been an agent of compromise and corrupted virtue since #Ukraine was attacked... #ThisIsWrong #StopPutinNOW,en,"['india', 'ukraine', 'thisiswrong', 'stopputinnow']"
1832,1547874237721223168,1547874237721223168,1657876951000.0,2022-07-15 09:22:31,Chinese companies under the scanner may get some reprieve as the Income Tax Appellate Tribunal recently permitted Ernst &amp; Young to contest a Rs 6.6 crore tax bill from the I-T Department.  Know more ⬇️  https://t.co/jvhL4XqRLo  #IncomeTax #Chinese #Taxes #India,en,"['incometax', 'chinese', 'taxes', 'india']"
1833,1547874196780244992,1547874196780244992,1657876941000.0,2022-07-15 09:22:21,"IND vs ENG, 2nd ODI 2022: Rohit Sharma Wants Indian Batters To Change Mindset, Be Extra Positive in Run Chases #RohitSharma #INDvsENG #ENGvIND #India @ImRo45   https://t.co/2Q3Zf3C2R0",en,"['rohitsharma', 'indvseng', 'engvind', 'india']"
1834,1547874158326927360,1547874158326927360,1657876932000.0,2022-07-15 09:22:12,"1/ Volgens dit nieuwskanaal in #India, een land met meer dan een miljard inwoners, is met de #boerenopstand de revolutie uitgebroken in Nederland. Het #stikstofbeleid van de Nederlandse regering wordt volledig gekraakt.   Deel 1 van dit nieuwsitem:  https://t.co/9Rz0ItzENE",nl,"['india', 'boerenopstand', 'stikstofbeleid']"
1835,1547874141046329344,1547874141046329344,1657876927000.0,2022-07-15 09:22:07,"With almost 8,000 kilometres of coastline, the Indian peninsula has ample opportunities for surfing enthusiasts  Read More:  https://t.co/NUIkEBSquD   #TheCitizen #ForTheCitizen #News #Information #BreakingNews #NewsUpdate #wave #surfing #youth #india  https://t.co/MiBs1nIgS8",en,"['thecitizen', 'forthecitizen', 'news', 'information', 'breakingnews', 'newsupdate', 'wave', 'surfing', 'youth', 'india']"
1836,1547874069198274560,1547874069198274560,1657876910000.0,2022-07-15 09:21:50,"Jos Buttler believes Virat Kohli is due a big one, and he's hoping it doesn't come against England  For more sports news  https://t.co/j4tRyzvMDI  #ENGvIND  #odi #cricket #viratkohli #kohli #outofform #josbuttler #captain #england #india #JeetBig  Content by @ESPNcricinfo  https://t.co/gju21c2U3a",en,"['engvind', 'odi', 'cricket', 'viratkohli', 'kohli', 'outofform', 'josbuttler', 'captain', 'england', 'india', 'jeetbig']"
1837,1547874063510810624,1547874063510810624,1657876909000.0,2022-07-15 09:21:49,"First #monkey_pox case in #India reported from #Kerala, which is the gateway  for any new virus to step into #India.",en,"['monkey_pox', 'india', 'kerala', 'india']"
1838,1547874060779999235,1547874060779999235,1657876908000.0,2022-07-15 09:21:48,8 Union #UTs #UnionTerritories #india #Geography  #StudyGeography  https://t.co/oX33Bhrh2G,es,"['uts', 'unionterritories', 'india', 'geography', 'studygeography']"
1839,1547874032409726977,1547874032409726977,1657876902000.0,2022-07-15 09:21:42,#inflation #Ukrainian  #India  US Consulate tells Mumbai Port to block Russian ships  Mumbai US Consulate General has written a letter to the Mumbai Port Authority it should'nt allow Russian vessels to call at the port bcz of the sanctions imposed by the US against Russia  https://t.co/8065okJRiT,en,"['inflation', 'ukrainian', 'india']"
1840,1547874001103466496,1547874001103466496,1657876894000.0,2022-07-15 09:21:34,"Congress ally JMM, other parties back Droupadi Murmu for President - Hindustan Times #news #headlines #india #IndiaNews  https://t.co/8LmvYSUkyw",en,"['news', 'headlines', 'india', 'indianews']"
1841,1547873952651161600,1547873952651161600,1657876883000.0,2022-07-15 09:21:23,NIRF RANKING 2022 Realeased #NIRF #education #India    https://t.co/rhhtMgNHo6,en,"['nirf', 'education', 'india']"
1842,1547873897378639872,1547873897378639872,1657876869000.0,2022-07-15 09:21:09,Cork is a natural material used by humanity for over 5000 years. . . . #giftsidea  #corporateidentity  #branding  #India  #Delhi  #Chennai  #Mumbai  #company  #MNCDFcollective #giftideas  https://t.co/ndMe3MlXeW,en,"['giftsidea', 'corporateidentity', 'branding', 'india', 'delhi', 'chennai', 'mumbai', 'company', 'mncdfcollective', 'giftideas']"
1843,1547873832048160769,1547873832048160769,1657876854000.0,2022-07-15 09:20:54,"‘Mission Shakti’ is an integrated women empowerment programme for the safety, security and empowerment of women.  https://t.co/Eei3bCABxL  #womenempowerment #missionshakti #development #india #skilldevelopment #capacitybuilding #financialliteracy #microcredit #labourforce",en,"['womenempowerment', 'missionshakti', 'development', 'india', 'skilldevelopment', 'capacitybuilding', 'financialliteracy', 'microcredit', 'labourforce']"
1844,1547873818068209667,1547873818068209667,1657876850000.0,2022-07-15 09:20:50,"#India #ShreyaGhoshal ,#SunidhiC, #BennyD, #VishalD, #ClintonC, #PrasoonJoshi  - Mere Desh...  https://t.co/FcUTJF3ZYS  why does this song not feature in the @YouTube  #1BillionViews",en,"['india', 'shreyaghoshal', 'sunidhic', 'bennyd', 'vishald', 'clintonc', 'prasoonjoshi', '1billionviews']"
1845,1547873612866400256,1547873612866400256,1657876802000.0,2022-07-15 09:20:02,"देश में पेट्रोल डीजल के दाम स्थिर, महाराष्ट्र में और सस्ता हुआ तेल, फटाफट चेक करें अपने शहर का रेट #maharastra #PetrolDieselPriceHike #dieselprice #IOCL @IndianOilcl @BPCLimited @ONGC_  #India   Read more...... https://t.co/GsZ4PkHmUM",hi,"['maharastra', 'petroldieselpricehike', 'dieselprice', 'iocl', 'india']"
1846,1547873582826782720,1547873582826782720,1657876794000.0,2022-07-15 09:19:54,The ministry of health and family welfare released a guideline on managing the monkeypox disease. #monkeypox #India    https://t.co/HuUkYYcJos,en,"['monkeypox', 'india']"
1847,1547873362806194176,1547873362806194176,1657876742000.0,2022-07-15 09:19:02,PV Sindhu just two steps away from the ultimate glory  #PVSindhu #cricket #BadmintonNews #badminton #SingaporeOpen #india  https://t.co/9ATlhM1NlF,en,"['pvsindhu', 'cricket', 'badmintonnews', 'badminton', 'singaporeopen', 'india']"
1848,1547873359522037762,1547873359522037762,1657876741000.0,2022-07-15 09:19:01,-#Indian govt asks #India’s Cos to stay away fm #China-backed 269 hctr $14 bn Port City Colombo project else they r on their own -#Chinese China Harbour Engineering Co funding project &amp; already took over 43% reclaimed land on 99-yr lease -Now we know why #SriLanka in this state  https://t.co/2szucCrlvJ,en,"['indian', 'india', 'china', 'chinese', 'srilanka']"
1849,1547873345567281157,1547873345567281157,1657876738000.0,2022-07-15 09:18:58,"🇮🇳 बिटकॉइन(BTC) आर्बिट्रेज संभावना ‼   ✅BestAsk Exchange:Wazirx   ⬇Price (BUY): 1BTC = 1,712,224 INR   ✅BestBid Exchange:Zebpay   ⬆Price (SELL): 1BTC = 1,743,542 INR  💰💴Trading Profit💴💰31,318 INR #Bitcoin #BTC #India #BTCINR #Arbitrage",en,"['bitcoin', 'btc', 'india', 'btcinr', 'arbitrage']"
1850,1547873311853424641,1547873311853424641,1657876730000.0,2022-07-15 09:18:50,"""ये वक्त भी गुजर जाएगा हौसला रखे"" ये बात कही है पाकिस्तान क्रिकेट टीम के कप्तान बाबर आजम ने पूर्व भारतीय कप्तान और रिकार्डधारी विराट कोहली के लिए!! जो इस वक्त खराब फॉर्म से गुजर रहे है , सरहद दिलो की मोहब्बत नही मिटा सकता है सलाम आपकी सोच को!!🇮🇳🇮🇳🇮🇳 #Cricket #India #ViratKohli𓃵  https://t.co/v3MgvKa4S3",hi,"['cricket', 'india', 'viratkohli𓃵']"
1851,1547873284553080832,1547873284553080832,1657876723000.0,2022-07-15 09:18:43,कारपोरेट सामाजिक उत्तरदायित्व किसे कहते हैं  https://t.co/76EQdx6D4W  #CSR #WhatisCSR #CorporateSocialResponsibility #IndiaCSR #India,hi,"['csr', 'whatiscsr', 'corporatesocialresponsibility', 'indiacsr', 'india']"
1852,1547873251384107010,1547873251384107010,1657876715000.0,2022-07-15 09:18:35,"जोस बटलर की खुशी का ठिकाना नहीं, कहा ”भारत को दूसरे वन डे में हराकर हुई बेहद खुशी”  #JosButtler #England #India #ODI #BhojpuriLive  https://t.co/tkgff2xgXC",hi,"['josbuttler', 'england', 'india', 'odi', 'bhojpurilive']"
1853,1547873235856871424,1547873235856871424,1657876712000.0,2022-07-15 09:18:32,#CPJ calls on #EU to hold #India #accountable to #curb #PressFreedom    https://t.co/1WizK4Qhi8,en,"['cpj', 'eu', 'india', 'accountable', 'curb', 'pressfreedom']"
1854,1547873148745310211,1547873148745310211,1657876691000.0,2022-07-15 09:18:11,"#CPJ has called on @EU, to hold #India accountable for its violations against #PressFreedom.  It also urged that the #IndianAuthorities must immediately and unconditionally release #journalist  https://t.co/i7TeFbwJdC",en,"['cpj', 'india', 'pressfreedom', 'indianauthorities', 'journalist']"
1855,1547873124577714177,1547873124577714177,1657876685000.0,2022-07-15 09:18:05,"But in #India, the Lalas &amp; Charlatans, masquerading as Maas &amp; Babas are 'frands' of Ranga-Billa 😑",en,['india']
1856,1547873116348903424,1547873116348903424,1657876683000.0,2022-07-15 09:18:03,The last-minute changes made in the exam centres for the #CUETUG test had left many parents and students frustrated...   The students who missed their exams today will be given a chance to appear in the August #CUET round.  #Exams #India  https://t.co/bFgkb7A9NP,en,"['cuetug', 'cuet', 'exams', 'india']"
1857,1547873108333248512,1547873108333248512,1657876681000.0,2022-07-15 09:18:01,#globalgoals History's 1st book of its kind:Was time chosen for #demonetisation in #India OK  https://t.co/NEVZRCJu27  https://t.co/cKnXGvoN9c,en,"['globalgoals', 'demonetisation', 'india']"
1858,1547873093191798784,1547873093191798784,1657876678000.0,2022-07-15 09:17:58,. @RoKhanna's pro-#India NDAA amendment (iCET - US/India #STEM; CAATSA waiver) passes #HouseOfRepresentatives.  House passes important amendment affecting U.S.-India defense partnership   https://t.co/OCBXjpgelI  https://t.co/DqHZnC12VA,en,"['india', 'stem', 'houseofrepresentatives']"
1859,1547873091958624257,1547873091958624257,1657876677000.0,2022-07-15 09:17:57,"After outrage over a #LokSabha secretariat booklet terming the use of certain words 'unparliamentary', Speaker #OmBirla issued a clarification saying members are free to express their views and no words have been banned in #Parliament.  #Delhi #News #NewsAlert #NewsUpdate #India  https://t.co/KvjJEfs9SA",en,"['loksabha', 'ombirla', 'parliament', 'delhi', 'news', 'newsalert', 'newsupdate', 'india']"
1860,1547873063307317248,1547873063307317248,1657876671000.0,2022-07-15 09:17:51,#India  https://t.co/FKvOFUQd0K,qme,['india']
1861,1547872967836987392,1547872967836987392,1657876648000.0,2022-07-15 09:17:28,"Gita Mediquip has been making modern, durable, and safe beds since 1987 and has launched its most advanced ICU bed ""PRANA""  Contact us: +91 9909946083 Visit:  https://t.co/ziyRgbUfTW  #ICUBed #Prana #ICUBedManufacturer #Hospitalbed #HospitalFurniture #GitaMediquip #India  https://t.co/Wo653Md8bD",en,"['icubed', 'prana', 'icubedmanufacturer', 'hospitalbed', 'hospitalfurniture', 'gitamediquip', 'india']"
1862,1547872949343883265,1547872949343883265,1657876643000.0,2022-07-15 09:17:23,Charges of monetary offers at #PresidentialElections2022 is serious. How  democracy can be ensured in #India. If money talks then why we should waste thousands of crores of exchequer money just to keep facet of #democracy. Think about some alternate &amp; better way of governance,en,"['presidentialelections2022', 'india', 'democracy']"
1863,1547872938652618755,1547872938652618755,1657876641000.0,2022-07-15 09:17:21,#NIRFRanking 2022: Seventh edition of rankings of top institutes of #India. Check which ones made it to the top 10 here:   https://t.co/X2oeazeRwa,en,"['nirfranking', 'india']"
1864,1547872800806883330,1547872800806883330,1657876608000.0,2022-07-15 09:16:48,#GoodMorningCMSir  Still #Trending in #India @ysjagan @YSRCParty Wake Up  https://t.co/Wsv6EY67ZU,en,"['goodmorningcmsir', 'trending', 'india']"
1865,1547872765562068992,1547872765562068992,1657876600000.0,2022-07-15 09:16:40,"On the third anniversary of #England  winning the 2019 Men's Cricket World Cup at Lord's, tall left-arm quick #ReeceTopley  left a lasting impression in the second #ODI  against #India  at the home of cricket. #ENGvIND   https://t.co/ytfP9oWXSl",en,"['england', 'reecetopley', 'odi', 'india', 'engvind']"
1866,1547872603377123328,1547872603377123328,1657876561000.0,2022-07-15 09:16:01,#ChiefMinister #PinarayiVijayan on Thursday (July 14) said Kerala has become the first and only state in #India to have its own #internetservice.  Read Full Article Here:  https://t.co/fIfST3TDP0,en,"['chiefminister', 'pinarayivijayan', 'india', 'internetservice']"
1867,1547872603049627649,1547872603049627649,1657876561000.0,2022-07-15 09:16:01,#India wake up  https://t.co/BYpCw4H9Zo,en,['india']
1868,1547872560083116034,1547872560083116034,1657876551000.0,2022-07-15 09:15:51,Minimal bird tattoo 🐦  Book your appointment; sai.pavanchary32@gmail.com  #tattoo #birdwatching #tattooart #tattoostudio #tattooartist #India  https://t.co/T6bGkBjgTD,en,"['tattoo', 'birdwatching', 'tattooart', 'tattoostudio', 'tattooartist', 'india']"
1869,1547872537886855171,1547872537886855171,1657876545000.0,2022-07-15 09:15:45,We're giving away an Amazon gift card to two lucky winners.  #zippyopinion #paidsurveys #India #Rewards #Contest #ContestAlert #ContestAlertIndia #win #Amazon #voucher  https://t.co/AgyfqGtYX4,en,"['zippyopinion', 'paidsurveys', 'india', 'rewards', 'contest', 'contestalert', 'contestalertindia', 'win', 'amazon', 'voucher']"
1870,1547872525937709056,1547872525937709056,1657876542000.0,2022-07-15 09:15:42,Navdeep Saini has become the latest Indian player to sign a contract to play county cricket   For more sports news  https://t.co/lfoH2hV9gx  He will play for Kent in the ongoing season  #cricket #domestic #navdeepsaini #india #kent #england #Wolf777News  Content by @ESPNcricinfo  https://t.co/xN8YjlZtmH,en,"['cricket', 'domestic', 'navdeepsaini', 'india', 'kent', 'england', 'wolf777news']"
1871,1547872420639707136,1547872420639707136,1657876517000.0,2022-07-15 09:15:17,Agree with Virender Sehwag's statement?  #ViratKohli #VirenderSehwag #SachinTendulkar #India #Cricket #ENGvsIND #SKY247 #Socialmedia  https://t.co/M8NNdL6Dri,en,"['viratkohli', 'virendersehwag', 'sachintendulkar', 'india', 'cricket', 'engvsind', 'sky247', 'socialmedia']"
1872,1547872407393734656,1547872407393734656,1657876514000.0,2022-07-15 09:15:14,"Warm welcomes His Holiness the 14th #DalaiLama, Tenzin Gyatso at #Leh #Ladakh today, Reincarnation of God of Compassion (Avalokiteshvara, སྤྱན་རས་གཟིགས ). #HHDL is exemplary of peace, love, kindness &amp; compassion 🙏🙏🙏.  #FreeTibet #China #CCP #XiJinping #UN #AUS #EU #US #India  https://t.co/uq5X4SIfAW",en,"['dalailama', 'leh', 'ladakh', 'hhdl', 'freetibet', 'china', 'ccp', 'xijinping', 'un', 'aus', 'eu', 'us', 'india']"
1873,1547872390100660224,1547872390100660224,1657876510000.0,2022-07-15 09:15:10,Does #India really need a #centralbank #digitalcurrency?   https://t.co/6tVCEXDIR3  #cryptocurrencies #MachineLearning #AI #Python #DeepLearning #100DaysOfCode #fintech #nocode #bitcoin #cybersecurity #cybersecurite #metaverse #NFTs #web3  https://t.co/dW5KwzUDhu,en,"['india', 'centralbank', 'digitalcurrency', 'cryptocurrencies', 'machinelearning', 'ai', 'python', 'deeplearning', '100daysofcode', 'fintech', 'nocode', 'bitcoin', 'cybersecurity', 'cybersecurite', 'metaverse', 'nfts', 'web3']"
1874,1547872382555021313,1547872382555021313,1657876508000.0,2022-07-15 09:15:08,"In May 2022, mutual funds’ asset under management declined, however, SIP inflows have remained strong. Find out more our June edition of #NSEMarketPulse report  https://t.co/wFMrMwD2fu  #investment #mutualfunds #india #SIP #AUM #passive #investing  https://t.co/edapmlT7nh",en,"['nsemarketpulse', 'investment', 'mutualfunds', 'india', 'sip', 'aum', 'passive', 'investing']"
1875,1547872346773639169,1547872346773639169,1657876500000.0,2022-07-15 09:15:00,".@samirsaran &amp; @jhanvi_t write on how #India’s presidency must leave the #G20 with the agility and energy to respond to new realities, and it must create a future-ready #multilateralism through a novel and robust institutional architecture  https://t.co/pgasmgpRMg",en,"['india', 'g20', 'multilateralism']"
1876,1547872341295656961,1547872341295656961,1657876498000.0,2022-07-15 09:14:58,"🇮🇳 बिटकॉइन(BTC) आर्बिट्रेज संभावना ‼   ✅BestAsk Exchange:Wazirx   ⬇Price (BUY): 1BTC = 1,708,000 INR   ✅BestBid Exchange:Zebpay   ⬆Price (SELL): 1BTC = 1,738,914 INR  💰💴Trading Profit💴💰30,914 INR #Bitcoin #BTC #India #BTCINR #Arbitrage",en,"['bitcoin', 'btc', 'india', 'btcinr', 'arbitrage']"
1877,1547872299285901314,1547872299285901314,1657876488000.0,2022-07-15 09:14:48,@CMO_Odisha @Naveen_Odisha shares his vision for chess promotion in #Odisha #ChessOlympiad #India #Sports #Odishabytes #Odishabytesnews   https://t.co/irHTJyvdLP,en,"['odisha', 'chessolympiad', 'india', 'sports', 'odishabytes', 'odishabytesnews']"
1878,1547872140153606146,1547872140153606146,1657876450000.0,2022-07-15 09:14:10,Meeting with the Shiites of the Kargil region of Kashmir on the delegation of the Supreme Leader - #kashmir #meeting #kargil #region #india  https://t.co/tvvL47kR4j,en,"['kashmir', 'meeting', 'kargil', 'region', 'india']"
1879,1547872140099129344,1547872140099129344,1657876450000.0,2022-07-15 09:14:10,Møte med sjiaene i Kargil-regionen i Kashmir på delegasjonen til den øverste lederen - #india #kashmir #møte #region  https://t.co/5hVAnfLz5F,no,"['india', 'kashmir', 'møte', 'region']"
1880,1547872084952461312,1547872084952461312,1657876437000.0,2022-07-15 09:13:57,Top 10 Best Beach Honeymoon Destinations in #India  https://t.co/jmyxMvaIIy,en,['india']
1881,1547872069169606656,1547872069169606656,1657876434000.0,2022-07-15 09:13:54,Centre &amp; states working on relaxing speed limit:  Nitin Gadkari  https://t.co/Cj6iYeqPYs via @ET_Infra | @nitin_gadkari | @MORTHIndia  #india #transport #speedlimit #nitingadkari #highway,en,"['india', 'transport', 'speedlimit', 'nitingadkari', 'highway']"
1882,1547872039385542662,1547872039385542662,1657876426000.0,2022-07-15 09:13:46,India is lately beating both China and the US on growth. But that belies the grim reality of rising unemployment.  https://t.co/XBJr8fET9e via @business  #india #indiajobs #indiajobmarket #indiaeconomy #growth #economicalconditions #unemploymentrate #china #indiabusiness,en,"['india', 'indiajobs', 'indiajobmarket', 'indiaeconomy', 'growth', 'economicalconditions', 'unemploymentrate', 'china', 'indiabusiness']"
1883,1547872025657483264,1547872025657483264,1657876423000.0,2022-07-15 09:13:43,"#BreakingNews | जामिया मिल्लिया आप सभी को बहुत बहुत मुबारक़बाद इस्लामिया की बड़ी कामयाबी, मुल्क की टॉप 3 की फ़हरिस्त में जामिया मिल्लिया इस्लामिया शामिल। नाफ़रतजीवीओ के मुह पर तमाचा है।  #JamiaMilliaIslamia  #TopUniversityList  #India  https://t.co/yPDr4sgdRY",hi,"['breakingnews', 'jamiamilliaislamia', 'topuniversitylist', 'india']"
1884,1547872015104999424,1547872015104999424,1657876421000.0,2022-07-15 09:13:41,एथलेटिक्स के लिए आरआईएल और एएफआई ने की दीर्घकालिक साझेदारी   https://t.co/OUpaRmTtdW  #Sports #RelianceIndustriesLimited #AthleticsFederationofIndia #announce #longtermpartnership #promoteathletics #India  https://t.co/nGIYpnQkmq,hi,"['sports', 'relianceindustrieslimited', 'athleticsfederationofindia', 'announce', 'longtermpartnership', 'promoteathletics', 'india']"
1885,1547872012516802566,1547872012516802566,1657876420000.0,2022-07-15 09:13:40,Pathetic @airindiain #FAIL #UNETHICAL #Aviation #India #airlines #Worst #greedy #avoid #unhappy #NeverAgain #Sucks,en,"['fail', 'unethical', 'aviation', 'india', 'airlines', 'worst', 'greedy', 'avoid', 'unhappy', 'neveragain', 'sucks']"
1886,1547871991163547650,1547871991163547650,1657876415000.0,2022-07-15 09:13:35,Your positive action combined with positive thinking results in success.  Congratulations one's again💃💃💃💃 . . . #likes #dogs #Businesswomen #Businessmen #picknpay #picknpayclothing #usatoday #uk #southafrica #germany #lifestyleblogger #trade #india #luxury #usa #business #  https://t.co/cNkS2vdFs3,en,"['likes', 'dogs', 'businesswomen', 'businessmen', 'picknpay', 'picknpayclothing', 'usatoday', 'uk', 'southafrica', 'germany', 'lifestyleblogger', 'trade', 'india', 'luxury', 'usa', 'business']"
1887,1547871976097587202,1547871976097587202,1657876411000.0,2022-07-15 09:13:31,Here 👇 is the list of 8 Union Territories if India.  #upsc #UTs #UnionTerritories #india #geography #gk #tspsc  https://t.co/GoOJor3lvB,en,"['upsc', 'uts', 'unionterritories', 'india', 'geography', 'gk', 'tspsc']"
1888,1547871949480636418,1547871949480636418,1657876405000.0,2022-07-15 09:13:25,"The Information &amp; Technology (IT) Sector of India has witnessed a GROWT of 7.7% from last year. Indian spending reached $114.9 Billion in 2022, According to a report by Gartner.  #Gartner #informationtechnology #India #Growth #billionaireintraining #Spending #CloudComputing #TFM  https://t.co/GCSvxQKbdO",en,"['gartner', 'informationtechnology', 'india', 'growth', 'billionaireintraining', 'spending', 'cloudcomputing', 'tfm']"
1889,1547871902651232258,1547871902651232258,1657876394000.0,2022-07-15 09:13:14,"VC Funding News  -  Weekly on July 11th 78 funding rounds #UnitedStates - 14 rounds #India - 5 #UnitedKingdom - 3 Venture Capital funds that invested in startups: @Fontinalis_FP, @IndustryVC, @BlackhornVC, @SigniaVC, @MadronaVentures, @TekfenVentures  https://t.co/VloKJ4bnp6",en,"['unitedstates', 'india', 'unitedkingdom']"
1890,1547871890789715969,1547871890789715969,1657876391000.0,2022-07-15 09:13:11,#newsupdate Pratap Pothen Dies At 70. Prithviraj Sukumaran And Others Pay Tribute Read the news #India from Rohit Kumar by visiting the link  https://t.co/KDkhaf0OSx.   #newsnight #newsalert #newsupdates #newszero #newshot #newsconnect #newsdigest #newsfeed #gnews  https://t.co/x0KmM6ppBc,en,"['newsupdate', 'india', 'newsnight', 'newsalert', 'newsupdates', 'newszero', 'newshot', 'newsconnect', 'newsdigest', 'newsfeed', 'gnews']"
1891,1547871795927126019,1547871795927126019,1657876368000.0,2022-07-15 09:12:48,The Charter has been activated to provide satellite data over the #floods in #India:  https://t.co/XHz8BLVpxd,en,"['floods', 'india']"
1892,1547871733717532673,1547871733717532673,1657876354000.0,2022-07-15 09:12:34,Kudos to @Swiggy for saving plastic by not giving my fried rice open without the lid.  Also I can't get a refund for this. I feel bad for not ordering from @zomato as usual.  #SwiggySucks #Chennai #Tamil #India  https://t.co/vAArqe5HUe,en,"['swiggysucks', 'chennai', 'tamil', 'india']"
1893,1547871733243293699,1547871733243293699,1657876353000.0,2022-07-15 09:12:33,People like @sumanthraman are such douchebags..you are pointing fingers on #kerela government that they detected something this big in #India?  If it would have been some other state #monkeypox would have became pandemic and maybe then we would have found out #delhi #BJP #Noida,en,"['kerela', 'india', 'monkeypox', 'delhi', 'bjp', 'noida']"
1894,1547871680210448384,1547871680210448384,1657876341000.0,2022-07-15 09:12:21,#Youtube in #India has banned the short film #AnthemForKashmir as it includes visual references to ongoing #ForcedDisappearances and #MilitaryOppression in #IIOJK. This is what #fascist @narendramodi can only do.  https://t.co/hVos7L7xkW,en,"['youtube', 'india', 'anthemforkashmir', 'forceddisappearances', 'militaryoppression', 'iiojk', 'fascist']"
1895,1547871631640788993,1547871631640788993,1657876329000.0,2022-07-15 09:12:09,"With the hard work of your team, I am sure your project will be a success .We always support your project. @MdIsmai88242778 @JuiJui12958875  #LBankIndia #India #Airdrop",en,"['lbankindia', 'india', 'airdrop']"
1896,1547871519518339072,1547871519518339072,1657876302000.0,2022-07-15 09:11:42,"In the garb of #nationalism, the #BJP is playing a disgusting game to hollow out the country, that’s why in an all-out attack on the #BJP, the #Congress is holding 22 #PressConferences in 22 cities across #India to counter what it said was the #BJP's ""#FakeNationalismClaims"".  https://t.co/bR1DAdati1",en,"['nationalism', 'bjp', 'bjp', 'congress', 'pressconferences', 'india', 'bjp', 'fakenationalismclaims']"
1897,1547871440979931136,1547871440979931136,1657876284000.0,2022-07-15 09:11:24,"World Athletics Championship 2022: When and Where to Watch, Live Streaming Details, Full Schedule #Athletics #India #Oregon #trackandfield #UNitedstatesofamerica #usa #WorldAthleticsChampionship2022 #WorldAthleticsChampionship2022LiveStreaming ...  https://t.co/lCLtQCFCho",en,"['athletics', 'india', 'oregon', 'trackandfield', 'unitedstatesofamerica', 'usa', 'worldathleticschampionship2022', 'worldathleticschampionship2022livestreaming']"
1898,1547871433316917250,1547871433316917250,1657876282000.0,2022-07-15 09:11:22,#Pakistani  journalist claims he spied for #ISI during his visit to #India Guest  @sumitp191   https://t.co/7fBXvkNajL  https://t.co/8mZwwE6EDA,en,"['pakistani', 'isi', 'india']"
1899,1547871087241080832,1547871087241080832,1657876199000.0,2022-07-15 09:09:59,⚜🇮🇳⚜ #USA admits it needs #India to counter #China. #CAATSA waiver given to India. #Turkiye &amp; #China is now angry on USA. WE ARE UNIQUE FOR THE WORLD. US HAS UNIQUE OR DIFFERENT LAWS FOR INDIA. @narendramodi @AmitShah @DrSJaishankar @POTUS @RoKhanna  https://t.co/LPsZIendtG,en,"['usa', 'india', 'china', 'caatsa', 'turkiye', 'china']"
1900,1547870937734754305,1547870937734754305,1657876164000.0,2022-07-15 09:09:24,कोरोना मुक्त भारत का संकल्प।  #IndiaFightsCorona #coronavirus #india #corona #narmada  https://t.co/kmxuyTNlG6,mr,"['indiafightscorona', 'coronavirus', 'india', 'corona', 'narmada']"
1901,1547870905245712387,1547870905245712387,1657876156000.0,2022-07-15 09:09:16,Six fifty-plus scores in his last 15 ODI innings 🔥  Virat Kohli will be eager put the best foot forward in the Sunday blockbuster. 🤜🤛  #India #England #ENGvsIND #Cricket #ODIs #ViratKohli #TeamIndia.  https://t.co/PNov0XB1df,en,"['india', 'england', 'engvsind', 'cricket', 'odis', 'viratkohli', 'teamindia']"
1902,1547870885322768392,1547870885322768392,1657876151000.0,2022-07-15 09:09:11,Wonderful news and a significant development! Such a gesture on behalf of #SaudiArabia 🇸🇦would make air travel 🛫🛬easier and shorter between Israel 🇮🇱 and Asia #India 🇮🇳#Thailand 🇹🇭  #Australia 🇦🇺#Japan 🇯🇵and more…,en,"['saudiarabia', 'india', 'thailand', 'australia', 'japan']"
1903,1547870880906506241,1547870880906506241,1657876150000.0,2022-07-15 09:09:10,#India on Friday will submit a report to #UnitedNation's #CERD on #ArunachalPradesh's  Chakmas-Hajongs  #TheFederal #NorthEast #Antiracism   https://t.co/g0sSX4tqAt,en,"['india', 'unitednation', 'cerd', 'arunachalpradesh', 'thefederal', 'northeast', 'antiracism']"
1904,1547870840280166402,1547870840280166402,1657876141000.0,2022-07-15 09:09:01,"According to #India's Power and Renewable Energy Minister @RajKSinghIndia, the global #EnergyCrisis is accelerating a shift to #RenewableEnergy and hastening the end of the dominance of #FossilFuels:  https://t.co/zbK0BQvtMu #EnergyTransition @david_stringer",en,"['india', 'energycrisis', 'renewableenergy', 'fossilfuels', 'energytransition']"
1905,1547870810634735619,1547870810634735619,1657876133000.0,2022-07-15 09:08:53,"Mahua Moitra slams Parliament order on strikes, dharnas, says 'why not erase freedom of speech and expression'  @MahuaMoitra #Parliament #India #RajyaSabha #LokSabha #MahuaMoitra    https://t.co/Z0hdjjTWOZ",en,"['parliament', 'india', 'rajyasabha', 'loksabha', 'mahuamoitra']"
